semel,year,school,city,city_norm,match_stage,cluster,index_value,population,locality_form,ses_locality_name,math_avg_grade,english_avg_grade,math_5unit_participation,english_5unit_participation,math_takers_total,english_takers_total
247072,2016,גמנסיה הגליל הנוצרית,עיילבון,עיילבון,exact,5.0,-0.083,5471.0,,עיילבון,80.84793103448277,80.8322891566265,0.14705882352941177,0.13253012048192772,68.0,83.0
247080,2013,נזירות המושיע,נצרת,נצרת,exact,3.0,-0.592,75703.0,,נצרת,83.73333333333333,86.22938144329896,0.17777777777777778,0.2268041237113402,90.0,97.0
247080,2014,נזירות המושיע,נצרת,נצרת,exact,3.0,-0.592,75703.0,,נצרת,84.87894117647058,82.77411764705882,0.21176470588235294,0.29411764705882354,85.0,85.0
247080,2015,נזירות המושיע,נצרת,נצרת,exact,3.0,-0.592,75703.0,,נצרת,90.14387096774193,86.01208333333334,0.20430107526881722,0.2916666666666667,93.0,96.0
247080,2016,נזירות המושיע,נצרת,נצרת,exact,3.0,-0.592,75703.0,,נצרת,84.49135802469135,85.7833734939759,0.18518518518518517,0.2891566265060241,81.0,83.0
247098,2013,תיכון פה הזהב,ג'ש )גוש חלב(,ג ש גוש חלב,crosswalk,6.0,0.366,3078.0,,ג'ש (גוש חלב),79.13,88.22628571428572,0.30303030303030304,0.2682926829268293,33.0,41.0
247098,2014,תיכון פה הזהב,ג'ש )גוש חלב(,ג ש גוש חלב,crosswalk,6.0,0.366,3078.0,,ג'ש (גוש חלב),79.94756756756756,85.9748780487805,0.32432432432432434,0.375,37.0,48.0
247098,2015,תיכון פה הזהב,ג'ש )גוש חלב(,ג ש גוש חלב,crosswalk,6.0,0.366,3078.0,,ג'ש (גוש חלב),82.216875,88.73,0.0,0.3611111111111111,32.0,36.0
247098,2016,תיכון פה הזהב,ג'ש )גוש חלב(,ג ש גוש חלב,crosswalk,6.0,0.366,3078.0,,ג'ש (גוש חלב),92.15,91.43625,0.41935483870967744,0.46875,31.0,32.0
247106,2013,תיכון מר אליאס,אעבלין,אעבלין,exact,3.0,-0.767,12587.0,,אעבלין,86.38297619047619,89.21666666666667,0.27380952380952384,0.31007751937984496,252.0,258.0
247106,2014,תיכון מר אליאס,אעבלין,אעבלין,exact,3.0,-0.767,12587.0,,אעבלין,89.2569076305221,87.4312030075188,0.21686746987951808,0.2894736842105263,249.0,266.0
247106,2015,תיכון מר אליאס,אעבלין,אעבלין,exact,3.0,-0.767,12587.0,,אעבלין,88.81593073593072,86.50370078740157,0.22943722943722944,0.35039370078740156,231.0,254.0
