semel,year,school,city,city_norm,match_stage,cluster,index_value,population,locality_form,ses_locality_name,math_avg_grade,english_avg_grade,math_5unit_participation,english_5unit_participation,math_takers_total,english_takers_total
120238,2013,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),,,0.0,0.0,6.0,8.0
120238,2014,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),,,,0.0,,7.0
120238,2015,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),,,0.0,0.0,8.0,9.0
120238,2016,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),,,0.0,0.0,6.0,8.0
140012,2013,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.43974576271187,92.05771186440677,0.2711864406779661,0.8559322033898306,118.0,118.0
140012,2014,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,89.10855072463768,91.62597122302157,0.2318840579710145,0.8129496402877698,138.0,139.0
140012,2015,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,91.96201923076923,91.73,0.2403846153846154,0.9230769230769231,104.0,104.0
140012,2016,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,91.99162601626016,91.78504065040651,0.2845528455284553,0.8699186991869918,123.0,123.0
140038,2013,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.46230769230769,90.16,0.0,0.7037037037037037,26.0,27.0
140038,2014,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.58,92.24,0.0,0.7777777777777778,25.0,27.0
140038,2015,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,77.26,93.67,0.0,0.4444444444444444,25.0,27.0
140038,2016,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,85.1295652173913,92.6,0.0,1.0,23.0,20.0
140046,2013,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.12560975609756,82.78659574468085,0.07518796992481203,0.5460992907801419,133.0,141.0
140046,2014,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.53744,83.884,0.112,0.4928571428571429,125.0,140.0
140046,2015,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,79.86076923076922,81.68642857142858,0.07874015748031496,0.6357142857142857,127.0,140.0
140046,2016,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.46136363636363,84.57813333333333,0.09090909090909091,0.6266666666666667,132.0,150.0
140053,2013,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.23666666666668,88.11,0.1,0.9032258064516129,60.0,62.0
140053,2014,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,88.56157894736843,91.44,0.09523809523809523,0.9166666666666666,63.0,60.0
140053,2015,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.11910447761193,89.31,0.0,1.0,67.0,65.0
140053,2016,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,91.18124999999999,89.17,0.15151515151515152,1.0,66.0,63.0
140061,2013,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,91.61434782608696,93.03,0.34782608695652173,0.9621621621621622,184.0,185.0
140061,2014,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,92.11052325581396,94.08,0.37790697674418605,0.9709302325581395,172.0,172.0
140061,2015,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,92.60171597633135,94.11,0.4319526627218935,1.0,169.0,165.0
140061,2016,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,92.99541899441341,95.3,0.4581005586592179,1.0,179.0,176.0
140079,2013,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.98037383177571,86.75794871794872,0.08547008547008547,0.6068376068376068,117.0,117.0
140079,2014,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,85.72198275862068,86.55048780487805,0.06451612903225806,0.6016260162601627,124.0,123.0
140079,2015,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.39834782608695,87.10508771929824,0.09565217391304348,0.4824561403508772,115.0,114.0
140079,2016,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,88.84553672316385,88.46799999999999,0.06779661016949153,0.6285714285714286,177.0,175.0
140087,2013,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.15218181818182,82.95837719298247,0.05454545454545454,0.43859649122807015,220.0,228.0
140087,2014,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.27358620689655,82.81,0.0896551724137931,0.48,145.0,150.0
140087,2015,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,77.09654929577465,81.81067567567567,0.08450704225352113,0.44594594594594594,142.0,148.0
140087,2016,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.79176470588236,79.27621621621623,0.08823529411764706,0.4594594594594595,136.0,148.0
140095,2013,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,77.9375,85.2748051948052,0.1111111111111111,0.42528735632183906,72.0,87.0
140095,2014,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.2,84.01259259259258,0.07042253521126761,0.5802469135802469,71.0,81.0
140095,2015,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.78025974025974,86.15818181818182,0.09411764705882353,0.5,85.0,96.0
140095,2016,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.26,85.7263492063492,0.11864406779661017,0.6349206349206349,59.0,63.0
140103,2013,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.65087155963303,86.30340807174888,0.14220183486238533,0.9461883408071748,218.0,223.0
140103,2014,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.05835555555556,84.94154867256637,0.14222222222222222,0.8982300884955752,225.0,226.0
140103,2015,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.99216814159291,85.91034782608695,0.17256637168141592,0.9478260869565217,226.0,230.0
140103,2016,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.12824074074075,83.66350467289719,0.1574074074074074,0.9392523364485982,216.0,214.0
140129,2013,קרית נוער ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,72.90614457831326,75.73031578947368,0.0,0.2736842105263158,83.0,95.0
140129,2014,קרית נוער ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,77.85,73.77385714285714,0.07462686567164178,0.3,67.0,70.0
140129,2015,קרית נוער ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.40728813559323,75.67287671232877,0.0,0.2191780821917808,59.0,73.0
140129,2016,קרית נוער ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,77.95666666666668,81.83888888888887,0.21212121212121213,0.2638888888888889,66.0,72.0
140137,2013,ישיבת נתיב מאיר,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.0640425531915,87.52762711864408,0.17543859649122806,0.711864406779661,57.0,59.0
140137,2014,ישיבת נתיב מאיר,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.89955223880598,84.24215189873418,0.0945945945945946,0.6075949367088608,74.0,79.0
140137,2015,ישיבת נתיב מאיר,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.4994,83.71777777777778,0.12280701754385964,0.7222222222222222,57.0,54.0
140137,2016,ישיבת נתיב מאיר,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.3284375,84.30181818181818,0.21875,0.7272727272727273,64.0,66.0
140145,2013,ישיבת חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.23554621848739,90.45842105263158,0.2689075630252101,0.7272727272727273,119.0,121.0
140145,2014,ישיבת חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,85.38109090909091,91.06348623853212,0.3,0.8899082568807339,110.0,109.0
140145,2015,ישיבת חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,85.95598214285714,90.9185576923077,0.33035714285714285,0.7657657657657657,112.0,111.0
140145,2016,ישיבת חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.83639175257731,93.3,0.5233644859813084,0.9150943396226415,107.0,106.0
140160,2013,ישיבת ים לצעירים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.54929577464789,87.07922077922079,0.22535211267605634,0.4805194805194805,71.0,77.0
140160,2014,ישיבת ים לצעירים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.58520833333334,85.851320754717,0.1724137931034483,0.4666666666666667,58.0,60.0
140160,2015,ישיבת ים לצעירים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,79.3054411764706,84.7968253968254,0.19117647058823528,0.45588235294117646,68.0,68.0
140160,2016,ישיבת ים לצעירים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.81868852459016,85.55584615384616,0.2786885245901639,0.4307692307692308,61.0,65.0
140186,2013,"תורני ע""ש פ. הימלפרב",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.68,87.75555555555556,0.14634146341463414,0.7407407407407407,82.0,81.0
140186,2014,"תורני ע""ש פ. הימלפרב",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,81.48619469026549,84.66121951219512,0.23008849557522124,0.6829268292682927,113.0,123.0
140186,2015,"תורני ע""ש פ. הימלפרב",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.10194805194804,82.8788888888889,0.15584415584415584,0.717948717948718,77.0,78.0
140186,2016,"תורני ע""ש פ. הימלפרב",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.72679611650486,83.45718446601941,0.1941747572815534,0.7669902912621359,103.0,103.0
140202,2013,"אמי""ת שחר",בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,69.57,72.52684210526316,0.0,0.17391304347826086,45.0,46.0
140202,2014,"אמי""ת שחר",בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,69.41,81.13976744186047,0.0,0.3023255813953488,42.0,43.0
140202,2015,"אמי""ת שחר",בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,74.93466666666667,79.61,0.0,0.26229508196721313,60.0,61.0
140202,2016,"אמי""ת שחר",בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,75.09249999999999,78.3025,0.0,0.23214285714285715,52.0,56.0
140236,2013,תורני נסויי בנות פלך,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,88.49328358208955,92.31,0.19402985074626866,0.8805970149253731,67.0,67.0
140236,2014,תורני נסויי בנות פלך,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.4,91.54000000000002,0.18181818181818182,1.0,55.0,54.0
140236,2015,תורני נסויי בנות פלך,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.53953846153846,93.32000000000001,0.27692307692307694,0.9180327868852459,65.0,61.0
140236,2016,תורני נסויי בנות פלך,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,92.01709677419355,92.81,0.1935483870967742,1.0,62.0,59.0
140251,2013,ישיבת תיכון קול מבשר,מבשרת ציון,מבשרת ציון,exact,8.0,1.101,24295.0,,מבשרת ציון,75.36,,0.0,0.0,19.0,15.0
140251,2014,ישיבת תיכון קול מבשר,מבשרת ציון,מבשרת ציון,exact,8.0,1.101,24295.0,,מבשרת ציון,78.63,77.82,0.0,0.0,16.0,21.0
140251,2015,ישיבת תיכון קול מבשר,מבשרת ציון,מבשרת ציון,exact,8.0,1.101,24295.0,,מבשרת ציון,76.78,74.91,0.0,0.0,30.0,32.0
140251,2016,ישיבת תיכון קול מבשר,מבשרת ציון,מבשרת ציון,exact,8.0,1.101,24295.0,,מבשרת ציון,81.09,,0.0,0.5,16.0,16.0
140269,2013,מקיף דנמרק,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,65.0,68.38,0.0,0.0,37.0,65.0
140269,2014,מקיף דנמרק,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,63.55,75.91,0.0,0.0,22.0,49.0
140269,2015,מקיף דנמרק,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,67.0,76.92,0.0,0.11594202898550725,49.0,69.0
140269,2016,מקיף דנמרק,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,64.8,73.42,0.0,0.0,40.0,51.0
140277,2013,מדרשיית עמליה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.18016393442623,79.987375,0.2676056338028169,0.3125,71.0,80.0
140277,2014,מדרשיית עמליה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.20333333333333,86.63333333333334,0.1346153846153846,0.38596491228070173,52.0,57.0
140277,2015,מדרשיית עמליה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.70875,86.83857142857143,0.30357142857142855,0.4915254237288136,56.0,59.0
140277,2016,מדרשיית עמליה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.70140624999999,84.74414285714286,0.328125,0.5571428571428572,64.0,70.0
140434,2015,ישיבת תורת אמת,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,,86.08,,0.0,,12.0
140434,2016,ישיבת תורת אמת,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,,81.09,,0.0,,11.0
140491,2013,אולפנת צביה ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,91.2321568627451,86.48339285714287,0.0,0.30357142857142855,51.0,56.0
140491,2014,אולפנת צביה ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.8096875,84.2702985074627,0.0,0.26865671641791045,64.0,67.0
140491,2015,אולפנת צביה ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,87.115,84.61561403508772,0.0,0.3939393939393939,60.0,66.0
140491,2016,אולפנת צביה ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,88.60372093023256,84.9382,0.14,0.42,50.0,50.0
140525,2013,אולפנא ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.64,76.67,0.0,0.42857142857142855,16.0,21.0
140525,2014,אולפנא ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,84.93,85.0,0.0,0.5652173913043478,21.0,23.0
140525,2015,אולפנא ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,,87.0,0.0,1.0,12.0,11.0
140525,2016,אולפנא ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.42999999999999,,0.0,0.5882352941176471,14.0,17.0
140608,2013,מכון הברכה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,92.09,78.13,0.0,0.0,23.0,23.0
140608,2014,מכון הברכה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,90.84,84.58,0.0,0.0,25.0,24.0
140608,2015,מכון הברכה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,93.83000000000001,80.59000000000002,0.0,0.0,29.0,27.0
140608,2016,מכון הברכה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,96.27,80.71,0.0,0.0,26.0,24.0
140665,2013,אולפנא לבנות,קרית ארבע,קריית ארבע,exact,3.0,-0.796,7108.0,,קריית ארבע,82.09210526315789,82.27054347826086,0.08433734939759036,0.5760869565217391,83.0,92.0
140665,2014,אולפנא לבנות,קרית ארבע,קריית ארבע,exact,3.0,-0.796,7108.0,,קריית ארבע,82.79796875,81.76685393258427,0.1232876712328767,0.3707865168539326,73.0,89.0
140665,2015,אולפנא לבנות,קרית ארבע,קריית ארבע,exact,3.0,-0.796,7108.0,,קריית ארבע,89.0365,83.21969999999999,0.10112359550561797,0.51,89.0,100.0
140665,2016,אולפנא לבנות,קרית ארבע,קריית ארבע,exact,3.0,-0.796,7108.0,,קריית ארבע,83.32457831325301,82.05919540229885,0.07777777777777778,0.5051546391752577,90.0,97.0
140723,2013,"מקיף ע""ש זיו",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.79146853146854,83.29044444444443,0.08391608391608392,0.6319444444444444,143.0,144.0
140723,2014,"מקיף ע""ש זיו",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.16707317073171,82.23175182481752,0.07518796992481203,0.6715328467153284,133.0,137.0
140723,2015,"מקיף ע""ש זיו",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.82051094890511,82.15635036496352,0.04861111111111111,0.7241379310344828,144.0,145.0
140723,2016,"מקיף ע""ש זיו",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.6830215827338,83.31510638297873,0.08633093525179857,0.7162162162162162,139.0,148.0
140731,2013,מקיף גילה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,73.75869565217391,77.02038461538461,0.08,0.23076923076923078,100.0,104.0
140731,2014,מקיף גילה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,73.47872340425532,81.99872549019607,0.050505050505050504,0.2549019607843137,99.0,102.0
140731,2015,מקיף גילה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.67872881355932,77.79279411764706,0.07086614173228346,0.3161764705882353,127.0,136.0
140731,2016,מקיף גילה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.2433,81.98018181818182,0.07407407407407407,0.5272727272727272,108.0,110.0
140764,2013,ישיבת נוה שמואל,אפרתה,אפרת,exact,6.0,0.425,8301.0,,אפרת,82.83339449541285,85.30640350877194,0.11009174311926606,0.6052631578947368,109.0,114.0
140764,2014,ישיבת נוה שמואל,אפרתה,אפרת,exact,6.0,0.425,8301.0,,אפרת,87.600375,88.39111111111112,0.3,0.55,80.0,80.0
140764,2015,ישיבת נוה שמואל,אפרתה,אפרת,exact,6.0,0.425,8301.0,,אפרת,90.26955223880596,90.2008695652174,0.3283582089552239,0.7536231884057971,67.0,69.0
140764,2016,ישיבת נוה שמואל,אפרתה,אפרת,exact,6.0,0.425,8301.0,,אפרת,90.88799999999999,91.27782608695652,0.4142857142857143,0.7971014492753623,70.0,69.0
140806,2013,תיכון לאומנויות,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.7436,89.22,0.0,0.9186046511627907,75.0,86.0
140806,2014,תיכון לאומנויות,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.27799999999999,84.50817204301076,0.0,0.7956989247311828,90.0,93.0
140806,2015,תיכון לאומנויות,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,80.02884057971013,85.80875,0.08,0.8625,75.0,80.0
140806,2016,תיכון לאומנויות,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.29093023255814,86.27911111111112,0.054945054945054944,0.8315789473684211,91.0,95.0
140848,2013,קרית חינוך,בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,78.12,,0.0,0.0,17.0,18.0
140848,2014,קרית חינוך,בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,,,0.0,0.0,8.0,6.0
140848,2015,קרית חינוך,בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,77.52,80.05076923076923,0.0,0.0,29.0,39.0
140848,2016,קרית חינוך,בית שמש,בית שמש,exact,2.0,-1.214,103630.0,,בית שמש,78.57,80.97090909090909,0.0,0.0,30.0,33.0
140863,2013,דקל - וילנאי,מעלה אדומים,מעלה אדומים,exact,6.0,0.342,37424.0,,מעלה אדומים,77.4849375,79.33391812865497,0.06875,0.391812865497076,160.0,171.0
140863,2014,דקל - וילנאי,מעלה אדומים,מעלה אדומים,exact,6.0,0.342,37424.0,,מעלה אדומים,82.12397435897437,83.088,0.04878048780487805,0.48863636363636365,164.0,176.0
140863,2015,דקל - וילנאי,מעלה אדומים,מעלה אדומים,exact,6.0,0.342,37424.0,,מעלה אדומים,76.95587378640778,81.53181395348837,0.0825242718446602,0.5813953488372093,206.0,215.0
140863,2016,דקל - וילנאי,מעלה אדומים,מעלה אדומים,exact,6.0,0.342,37424.0,,מעלה אדומים,77.50699386503067,81.05331360946745,0.17177914110429449,0.5739644970414202,163.0,169.0
140871,2013,תיכון גבעת גונן,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,65.64,70.59,0.0,0.0,27.0,37.0
140871,2014,תיכון גבעת גונן,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,,67.15,0.0,0.20689655172413793,9.0,29.0
140871,2015,תיכון גבעת גונן,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,74.78,77.8235,0.0,0.35,32.0,40.0
140871,2016,תיכון גבעת גונן,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,71.35,74.42642857142857,0.0,0.2619047619047619,34.0,42.0
140913,2013,נוה חנה,אלון שבות,אלון שבות,exact,6.0,0.205,3201.0,190.0,אלון שבות,83.06487804878049,86.06666666666668,0.061068702290076333,0.725925925925926,131.0,135.0
140913,2014,נוה חנה,אלון שבות,אלון שבות,exact,6.0,0.205,3201.0,190.0,אלון שבות,93.34153846153846,92.03,0.12162162162162163,1.0,74.0,72.0
140913,2015,נוה חנה,אלון שבות,אלון שבות,exact,6.0,0.205,3201.0,190.0,אלון שבות,93.62289855072463,91.75,0.15942028985507245,0.9264705882352942,69.0,68.0
140913,2016,נוה חנה,אלון שבות,אלון שבות,exact,6.0,0.205,3201.0,190.0,אלון שבות,88.7531506849315,89.42,0.1780821917808219,0.8888888888888888,73.0,72.0
140939,2013,ישיבת מטה בנימין,בית אל,בית אל,exact,3.0,-0.706,6046.0,,בית אל,78.12,74.93,0.0,0.34782608695652173,25.0,23.0
140939,2014,ישיבת מטה בנימין,בית אל,בית אל,exact,3.0,-0.706,6046.0,,בית אל,80.68,79.5,0.0,0.3,27.0,30.0
140939,2015,ישיבת מטה בנימין,בית אל,בית אל,exact,3.0,-0.706,6046.0,,בית אל,85.52,77.64291666666666,0.13333333333333333,0.375,45.0,48.0
140939,2016,ישיבת מטה בנימין,בית אל,בית אל,exact,3.0,-0.706,6046.0,,בית אל,83.84,81.23325581395349,0.0,0.37209302325581395,40.0,43.0
140954,2013,ישיבת מערבא,מתתיהו,מתתיהו,exact,2.0,-1.467,698.0,320.0,מתתיהו,91.77851851851852,91.99666666666666,0.0,0.5555555555555556,27.0,27.0
140954,2014,ישיבת מערבא,מתתיהו,מתתיהו,exact,2.0,-1.467,698.0,320.0,מתתיהו,92.76433333333334,89.963,0.0,0.5666666666666667,30.0,30.0
140954,2015,ישיבת מערבא,מתתיהו,מתתיהו,exact,2.0,-1.467,698.0,320.0,מתתיהו,92.14999999999999,87.02875,0.0,0.40625,33.0,32.0
140954,2016,ישיבת מערבא,מתתיהו,מתתיהו,exact,2.0,-1.467,698.0,320.0,מתתיהו,91.43882352941176,87.12,0.0,0.4411764705882353,34.0,34.0
140962,2013,עירוני מסורתי,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,76.87076923076923,81.2254761904762,0.0,0.5952380952380952,78.0,84.0
140962,2014,עירוני מסורתי,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.98784615384615,82.32352941176471,0.1095890410958904,0.5921052631578947,73.0,76.0
140962,2015,עירוני מסורתי,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,83.41428571428571,84.2371052631579,0.10256410256410256,0.7105263157894737,78.0,76.0
140962,2016,עירוני מסורתי,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,86.05178082191782,84.99817073170732,0.10975609756097561,0.6853932584269663,82.0,89.0
140970,2013,אולפנא עופרה,עופרה,עופרה,crosswalk,5.0,-0.042,3189.0,190.0,עפרה,85.09162790697674,81.60704545454546,0.07194244604316546,0.5214285714285715,139.0,140.0
140970,2014,אולפנא עופרה,עופרה,עופרה,crosswalk,5.0,-0.042,3189.0,190.0,עפרה,85.43162790697674,82.59088,0.10852713178294573,0.553030303030303,129.0,132.0
140970,2015,אולפנא עופרה,עופרה,עופרה,crosswalk,5.0,-0.042,3189.0,190.0,עפרה,87.83636363636363,82.11390625,0.10606060606060606,0.546875,132.0,128.0
140970,2016,אולפנא עופרה,עופרה,עופרה,crosswalk,5.0,-0.042,3189.0,190.0,עפרה,88.61605095541401,80.3010625,0.09554140127388536,0.41875,157.0,160.0
141010,2013,"אורט רמות ע""ש י'גדיש",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,69.33,77.71,0.0,0.6086956521739131,24.0,23.0
141010,2014,"אורט רמות ע""ש י'גדיש",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,70.58,76.37,0.0,0.25,26.0,36.0
141010,2015,"אורט רמות ע""ש י'גדיש",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,82.13,76.79,0.0,0.25,29.0,32.0
141010,2016,"אורט רמות ע""ש י'גדיש",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,78.24,84.06,0.0,0.6153846153846154,30.0,26.0
141028,2013,ישיבת מקור חיים,כפר עציון,כפר עציון,exact,3.0,-0.736,1071.0,330.0,כפר עציון,84.22622641509433,86.164,0.13114754098360656,0.65,61.0,60.0
141028,2014,ישיבת מקור חיים,כפר עציון,כפר עציון,exact,3.0,-0.736,1071.0,330.0,כפר עציון,86.83767857142857,88.74,0.26785714285714285,0.7413793103448276,56.0,58.0
141028,2015,ישיבת מקור חיים,כפר עציון,כפר עציון,exact,3.0,-0.736,1071.0,330.0,כפר עציון,85.44507692307693,85.13499999999999,0.12162162162162163,0.6623376623376623,74.0,77.0
141028,2016,ישיבת מקור חיים,כפר עציון,כפר עציון,exact,3.0,-0.736,1071.0,330.0,כפר עציון,87.95258064516128,87.30322033898305,0.27419354838709675,0.711864406779661,62.0,59.0
